약국명,주소,전화번호
건강온누리약국,"서울특별시 관악구 남부순환로 1715, 101호 (봉천동, 신우빌딩)",070-7740-3349
건강온누리약국,서울특별시 구로구 고척로21나길 18 (개봉동),02-2617-3594
건강을그리는약국,"서울특별시 송파구 송파대로 373, 1층 101호 (석촌동)",02-423-3675
건강제일녹십자약국,"서울특별시 도봉구 해등로 190, (쌍문동)",02-906-1024
건강제일온누리약국,"서울특별시 중랑구 동일로 786, 1층 (중화동)",02-491-1114
건강프라자약국,서울특별시 송파구 백제고분로 216 (삼전동),02-417-0910
건강플러스약국,서울특별시 노원구 상계로1길 38 (상계동),02-935-5347
건강플러스약국,서울특별시 강동구 아리수로93길 27 ,02-427-8056
건강플러스약국,서울특별시 금천구 시흥대로 391  (독산동),02-890-8058
건강한생활약국,"서울특별시 노원구 노해로 490, 길빌딩 1층 107호 (상계동)",02-6203-4900
건강한세상대한약국,"서울특별시 영등포구 국제금융로 108 (여의도동,은하빌딩 1층)",02-786-1091
건강한세상약국,"서울특별시 종로구 새문안로 21, 1,2,3,지하1층 (평동)",02-733-7870
건강한약국,"서울특별시 성동구 왕십리로 320, 1층 101호 (도선동)",02-2231-8803
건강한약국,"서울특별시 성북구 종암로 182, 석준빌딩 1층 (하월곡동)",02-916-6445
건강한약국,"서울특별시 강동구 구천면로 234, 1층 (천호동)",02-487-4112
건강한약국,서울특별시 금천구 남부순환로 1384,02-866-1191
건강한약국,"서울특별시 노원구 석계로9길 25, 1층 오른쪽점포호 (월계동)",02-919-1206
건강한약국,"서울특별시 용산구 효창원로93길 2, (청파동2가)",02-3273-0750
건강한약국,"서울특별시 동대문구 왕산로32길 7, 4층 6호 (용두동)",02-957-9784
건강한약국,"서울특별시 은평구 진관2로 57-7 B105호 (진관동, 은평뉴타운우물골)",02-352-1658
건강한온누리약국,서울특별시 강서구 가로공원로82길 41-8,02-2606-0012
건국약국,"서울특별시 성동구 아차산로 92, 광명타워 1층 (성수동2가)",02-549-5011
건대가온약국,"서울특별시 광진구 광나루로 410, 105호 (화양동, KCC파크타운)",02-453-4669
건대바른약국,"서울특별시 광진구 능동로 지하110, 7호선 건대입구역 지하2층 204호 (화양동)",02-456-2393
건대애플약국,"서울특별시 광진구 아차산로 244, 1층 나1호 일부호 (자양동)",02-463-1020
건대역약국,서울특별시 광진구 아차산로 218 (자양동),02-497-4337
건대온누리약국,"서울특별시 광진구 능동로 110, 스타시티영존 지하2층 B203-1,204호 (화양동)",02-457-7999
건대입구역1번출구약국,"서울특별시 광진구 아차산로 229, 한림타워 2층 202호 (화양동)",02-6951-2509
건대지하철약국,"서울특별시 광진구 능동로 지하110, 7호선 건대입구역 지하2층 201호 (화양동)",02-461-1401
건명약국,서울특별시 중랑구 면목로 421,02-435-3900
건민약국,"서울특별시 노원구 동일로191길 23, 1층 (공릉동)",02-975-1254
경남약국,"서울특별시 양천구 목동서로 38, 상가A동 107호, 113호 (목동, 목동신시가지아파트1단지)",02-2647-3012
경도약국,서울특별시 영등포구 여의대방로 383,02-780-5004
경명약국,"서울특별시 영등포구 선유서로25길 5-1, (양평동2가)",02-2634-1046
경민약국,"서울특별시 양천구 신월로10길 16 (신월동, 삼성아파트)",02-2603-2133
경성약국,서울특별시 관악구 남부순환로161길 70 (신림동),02-855-3927
경아의희망담은한약국,"서울특별시 강남구 언주로75길 29, 2층 (역삼동)",02-567-7598
경애약국,"서울특별시 동대문구 한천로46길 42, 장안동 마루하우스 103호 (장안동)",02-2212-8941
경옥채한약국,"서울특별시 강남구 삼성로145길 13, 1층 102호 (청담동)",02-3013-1075
경옥채한약국,"서울특별시 용산구 한남대로20길 47, 102호 (한남동)",02-797-1075
경원약국,서울특별시 동대문구 고산자로36길 3 (제기동),02-967-6217
경인약국,"서울특별시 송파구 가락로42길 9, 경인약국 (방이동)",02-412-7891
경인약국,서울특별시 용산구 새창로14길 50 (용문동),02-715-6083
경일약국,"서울특별시 금천구 시흥대로72길 32, (시흥동)",02-802-9104
경일약국,서울특별시 종로구 평창문화로 35  (평창동),02-391-3469
경창약국,서울특별시 양천구 월정로 53 (신월동),02-2607-2727
경하프라자약국,"서울특별시 은평구 서오릉로 157, (구산동)",02-385-7271
경희고황약국,"서울특별시 동대문구 경희대로 17, 1,2층 (회기동)",02-6013-1675
경희궁햇살약국,"서울특별시 종로구 송월길 99, 203동 2218호 (홍파동, 경희궁자이 2단지)",02-733-3342
경희다정한약국,"서울특별시 동대문구 답십리로65길 77, 1층 (장안동)",02-3390-5175
경희동문약국,서울특별시 동대문구 경희대로 19 (회기동),02-960-0557
경희메디칼약국,"서울특별시 동대문구 경희대로 24, 1층 (회기동)",02-966-5830
경희메디칼온누리약국,"서울특별시 강동구 동남로 889, 103호 (명일동)",02-427-5757
경희미소원한약국,서울특별시 관악구 난곡로 290 (신림동),02-864-1075
경희생한약국,"서울특별시 송파구 송파대로 345, 3B동 지하1층 1026호 (가락동, 헬리오시티)",02-403-3169
경희서아당한약국,"서울특별시 동대문구 회기로 40, 1층 (청량리동)",02-6398-9008
경희수약국,"서울특별시 강동구 동남로 881, 서희스타힐스 103호 (명일동)",02-441-7001
경희온누리약국,서울특별시 동대문구 경희대로1가길 32 (회기동),02-3295-0055
경희우리약국,"서울특별시 동대문구 경희대로 21, 지층, 1층, 2층 (회기동)",02-963-8113
경희일번약국,"서울특별시 강동구 동남로 889, 101호 (명일동)",02-441-2011
경희자연한약국,"서울특별시 강남구 논현로95길 29-13, 2층 (역삼동)",02-412-0705
경희자연한약국,"서울특별시 동대문구 망우로 35, 상가동 B103, B104(일부)호 (휘경동, 휘경 제이스카이 아파트)",02-2203-7511
경희정문약국,"서울특별시 동대문구 경희대로 22-1, 1층 (회기동)",02-957-6257
경희정문약국,"서울특별시 강동구 동남로 877, 한화오벨리스크스위트 103호 (명일동)",02-442-0805
경희제일약국,서울특별시 동대문구 경희대로 19-5 (회기동),02-6403-1082
경희중앙약국,"서울특별시 동대문구 경희대로 19-9, 지하1층, 1층 (회기동)",02-968-4445
경희프라자약국,서울특별시 강동구 구천면로 245,02-472-8244
경희한방약국,"서울특별시 관악구 낙성대역길 91, 1층 (봉천동)",02-878-7578
계령약국,"서울특별시 동작구 성대로 32, 1층 101호 (상도동)",02-822-8105
계산온누리약국,"서울특별시 성북구 동소문로20길 43, 1층 (동선동1가)",02-925-4551
고가모니한약국,"서울특별시 동대문구 경희대로3길 10, 2층 (회기동)",02-969-4936
고덕3층약국,"서울특별시 강동구 고덕로 266, 고덕역 대명벨리온 312호 (명일동)",02-429-9929
고덕경희온누리약국,"서울특별시 강동구 고덕로 256, 명성프라자 101호 (명일동)",02-429-5885
고덕튼튼약국,"서울특별시 강동구 구천면로 658, 1층 (상일동)",02-428-1333
고덕퍼스트약국,"서울특별시 강동구 고덕로 353, 고덕그라시움(제1상가) 254,255호 (고덕동)",02-515-7293
고덕하나약국,"서울특별시 강동구 고덕로 262, 고덕역 효성해링턴 타워 더퍼스트 1층 106호 (명일동)",02-427-0108
고덕호약국,"서울특별시 강동구 고덕로 266, 고덕역 대명벨리온 408호 (명일동)",02-426-3633
고래약국,"서울특별시 노원구 상계로 32, 노원역 보미 더 클래스 오피스텔 1층 105-1호 (상계동)",02-938-2023
고래약국,"서울특별시 구로구 디지털로26길 123, 지플러스타워 지하1층 B105호 (구로동)",02-856-0630
고래약국,"서울특별시 마포구 신촌로 지하 90, 신촌역 B1 240-107호 (노고산동)",02-333-7967
고려약국,서울특별시 강북구 삼양로 337 (수유동),02-980-6875
고려약국,"서울특별시 중랑구 상봉로 49, (면목동)",02-433-6447
고려약국,"서울특별시 강동구 천호대로 1125, (길동)",02-477-5257
고명약국,"서울특별시 서초구 바우뫼로 23, 101호 (우면동,선일상가)",02-2057-3448
고바우약국,서울특별시 송파구 마천로41길 21 (마천동),02-402-0730
고성희약국,서울특별시 금천구 금하로24길 57 ,02-808-3616
고속터미널약국,"서울특별시 서초구 신반포로 194, 서울고속버스터미널 본관동1층 쇼케이스1호 (반포동)",02-595-2260
고약국,"서울특별시 광진구 구의로 7, 1층 2호 (구의동)",02-457-6159
고연뿌리약국,"서울특별시 서초구 신반포로 지하 188, 지하1층 (반포동, 강남고속터미널역)",02-534-7500
고운마음약국,"서울특별시 강서구 양천로 500, 등촌동노블리움오피스텔 115호 (등촌동)",02-3663-7779
고운약국,"서울특별시 송파구 송이로32길 37, 201동 1층 04호 (문정동, 문정푸르지오아파트)",02-400-8786
고원약국,"서울특별시 금천구 시흥대로153길 68, (가산동)",02-856-7123
고은약국,"서울특별시 은평구 은평로 8, (신사동)",02-303-7311
고은약국,서울특별시 동작구 사당로23길 185 (사당동),02-532-5384
고은온누리약국,"서울특별시 강동구 천호대로 1153, 1층 (길동)",02-477-9403
고은온누리약국,서울특별시 동작구 여의대방로36길 1 (대방동),02-826-8347
고일약국,서울특별시 은평구 증산로3길 8 ,02-303-9715
고전약국,서울특별시 강북구 도봉로 167,02-988-7851
고척스카이약국,"서울특별시 구로구 경인로 387, 스카이타워 1층 (고척동)",02-3666-9662
고척시장약국,"서울특별시 구로구 경인로47길 126, 1층 (고척동)",02-2681-3535
고척햇살약국,"서울특별시 구로구 중앙로15길 29, 1층 (고척동)",02-6091-0823
고향약국,서울특별시 중구 남대문로 22(남대문로3가),02-3789-7749
골드로즈약국,서울특별시 강남구 선릉로86길 31,02-567-3609
골드약국,"서울특별시 동작구 동작대로 89, 504호 (사당동, 골든시네마타워)",02-588-8013
곰달래약국,"서울특별시 강서구 곰달래로 226, (화곡동)",02-2642-4196
곰돌이스타약국,"서울특별시 서초구 방배로 226, 3층 303호 (방배동)",02-595-8795
곰돌이약국,"서울특별시 강남구 언주로7길 6, 1층 117호 (개포동, 개포자이르네)",02-3462-3888
곰돌이약국,"서울특별시 중구 왕십리로 407, B2-05-02호 (신당동, 신당 파인힐 하나유보라)",02-6953-7635
곰약국,서울특별시 은평구 연서로 73 (역촌동),02-355-8322
곰약국,"서울특별시 은평구 연서로 73, (역촌동)",02-355-8322
공감약국,"서울특별시 송파구 잠실로 209, KT송파타워 지하1층 1호 (신천동)",02-419-8885
공덕역마트약국,"서울특별시 마포구 백범로 212, 2층 (신공덕동, 대우 월드마크마포)",02-715-2483
공덕제일약국,"서울특별시 마포구 만리재로 15, 제일빌딩 1층 19호 (공덕동)",02-707-1012
공생약국,"서울특별시 종로구 종로 228, 1층 (종로5가)",02-2277-1366
공원아이사랑약국,"서울특별시 성북구 동소문로44길 17, 102동 106호 (하월곡동, 성북힐스테이트)",02-909-0322
공원온누리약국,서울특별시 영등포구 신길로 252 (영등포동),02-836-2086
공중약국,서울특별시 성동구 성덕정길 105(성수동2가),02-3409-2755
공항메디칼약국,"서울특별시 강서구 공항대로 38, 1층 (공항동)",02-3664-5157
공항시장샘온누리약국,"서울특별시 강서구 방화동로 37, 메디스타워 102호 (방화동)",02-2064-2204
공항약국,서울특별시 강서구 방화동로 10-2,02-2661-4889
관악그랜드약국,"서울특별시 관악구 신림로 141, 1층 (신림동)",02-877-1023
관악소망약국,"서울특별시 관악구 남부순환로 1838, 2층 (봉천동)",02-878-4568
관악약국,"서울특별시 관악구 관악로 201, 1층 (봉천동)",02-6053-3337
관악우리약국,서울특별시 관악구 남부순환로 1630  (신림동),02-886-9878
관악제일약국,"서울특별시 관악구 은천로 118, 1층 105호 (봉천동)",02-877-2687
관악희망약국,"서울특별시 관악구 관악로 248, 1층 (봉천동)",02-885-4940
광명약국,"서울특별시 마포구 양화로 191, 1층 (동교동)",02-324-2985
광성약국,서울특별시 강남구 강남대로 520  (논현동),02-548-7304
광실약국,서울특별시 마포구 도화길 32,02-711-3627
광장약국,"서울특별시 서대문구 성산로 494-30, 대우빌딩 1층 (대신동)",02-364-5595
광장약국,"서울특별시 관악구 관악로40길 47, 현대상가 1동 1층 5호 (봉천동)",070-7744-6763
광장온누리약국,서울특별시 금천구 금하로 710 ,02-803-7549
광장온누리약국,"서울특별시 관악구 신림로 107, 1층 (신림동)",02-886-3509
광제사약국,"서울특별시 광진구 면목로 130, 1층 (중곡동)",02-464-1832
광주약국,서울특별시 관악구 관악로 268 (봉천동),02-884-2000
광주약국,"서울특별시 동작구 동작대로 127, 1층 (사당동)",02-591-0075
광주참약국,서울특별시 중구 퇴계로 45 (남창동),02-756-3609
광진365플러스약국,"서울특별시 광진구 천호대로 566, 동우빌딩 1층 (능동)",02-455-3655
광진바른약국,"서울특별시 광진구 자양로 168, 101호 (구의동, 광진 더프레236)",02-454-3311
광진백화점약국,서울특별시 광진구 자양로 43  (자양동),02-457-7873
광진약국,"서울특별시 중구 다산로 183, 조영호내과의원 1층 (신당동)",02-2237-5296
광진제일큰약국,"서울특별시 광진구 자양로 164, 하림빌딩 1층 (구의동)",02-6215-2225
광진프라자약국,"서울특별시 광진구 면목로 113-1, 1층 (중곡동)",02-466-0652
광해약국,서울특별시 광진구 능동로 298 (능동),02-447-8188
광혜약국,"서울특별시 서대문구 성산로17길 5, (연희동)",02-362-6250
